Bait,Prey,Condition,AvgSAINT,MaxSAINT,MaxSpec,SpecSum,co-IP validated,Reported
NINL,IFT81,Ciliated,0.99,1.0,10,13,,
NINL,KANK2,Ciliated,0.89,0.99,8,13,,
NINL,GSE1,Ciliated,0.96,1.0,23,25,,
NINL,KIAA1671,Ciliated,1.0,1.0,45,66,,
NINL,KIF14,Ciliated,1.0,1.0,57,91,,
NINL,KIF1B,Ciliated,1.0,1.0,9,16,,
NINL,ERVK3-1,Ciliated,1.0,1.0,7,11,,
NINL,LPP,Ciliated,1.0,1.0,23,41,,
NINL,LUZP1,Ciliated,1.0,1.0,165,310,,
NINL,MAP7D3,Ciliated,1.0,1.0,129,254,,
NINL,MPHOSPH9,Ciliated,1.0,1.0,22,30,,
NINL,MZT2A,Ciliated,0.96,1.0,4,6,,
NINL,NCKAP5L,Ciliated,1.0,1.0,41,61,,
NINL,NCOR1,Ciliated,1.0,1.0,11,20,,
NINL,NEDD1,Ciliated,1.0,1.0,335,633,,
NINL,NME7,Ciliated,1.0,1.0,21,36,,
NINL,OFD1,Ciliated,1.0,1.0,18,23,,
NINL,PALLD,Ciliated,1.0,1.0,34,43,,
NINL,PDLIM7,Ciliated,0.96,1.0,12,14,,
NINL,PLK1,Ciliated,0.99,1.0,17,20,,
NINL,PPP1R13B,Ciliated,0.99,1.0,20,23,,
NINL,PRRC2B,Ciliated,1.0,1.0,25,40,,
NINL,SCYL2,Ciliated,1.0,1.0,28,42,,
NINL,SDCCAG3,Ciliated,0.96,1.0,17,19,,
NINL,SIPA1L3,Ciliated,0.99,1.0,7,10,,
NINL,SVIL,Ciliated,0.96,1.0,53,61,,
NINL,TCHP,Ciliated,1.0,1.0,30,50,,
NINL,TNRC6A,Ciliated,1.0,1.0,25,29,,
NINL,TNRC6B,Ciliated,1.0,1.0,101,168,,
NINL,TP53,Ciliated,0.94,0.97,12,22,,
NINL,TP53BP2,Ciliated,1.0,1.0,81,104,,
NINL,TROAP,Ciliated,1.0,1.0,13,18,,
NINL,TTK,Ciliated,1.0,1.0,91,114,,
NINL,TXLNA,Ciliated,0.99,1.0,10,13,,
NINL,TXLNG,Ciliated,0.96,1.0,10,12,,
NINL,WDR83,Ciliated,1.0,1.0,19,26,,
NINL,ZNF598,Ciliated,1.0,1.0,48,60,,
NIN,ACTR1A,Ciliated,1.0,1.0,13,26,,
NIN,ANLN,Ciliated,0.96,1.0,4,6,,
NIN,AP3D1,Ciliated,0.93,0.97,10,17,,
NIN,CEP131,Ciliated,1.0,1.0,41,76,,
NIN,BAIAP2,Ciliated,0.93,0.93,2,4,,
NIN,CAMK2D,Ciliated,1.0,1.0,8,16,,
NIN,CC2D1A,Ciliated,1.0,1.0,12,19,,
NIN,CCDC138,Ciliated,1.0,1.0,8,14,,
NIN,CCNB1,Ciliated,0.99,1.0,4,7,,
NIN,CCNB2,Ciliated,1.0,1.0,4,8,,
NIN,CENPE,Ciliated,0.96,0.99,3,5,,
NIN,CEP128,Ciliated,1.0,1.0,183,202,,
NIN,CEP164,Ciliated,0.99,1.0,4,7,,
NIN,CEP170,Ciliated,1.0,1.0,90,158,,
NIN,CEP350,Ciliated,1.0,1.0,11,17,,
NIN,CKAP2,Ciliated,1.0,1.0,11,22,,
NIN,CLASP1,Ciliated,1.0,1.0,4,8,,
NIN,CLASP2,Ciliated,0.96,1.0,5,7,,
NIN,CSPP1,Ciliated,0.96,1.0,6,8,,
NIN,DBT,Ciliated,1.0,1.0,13,23,,
NIN,DCTN1,Ciliated,1.0,1.0,87,130,,
NIN,DCTN2,Ciliated,0.99,1.0,18,31,,
NIN,DHX35,Ciliated,0.99,0.99,3,6,,
NIN,DIAPH3,Ciliated,0.96,1.0,9,11,,
NIN,DYNC1H1,Ciliated,1.0,1.0,362,621,,
NIN,DYNC1I2,Ciliated,0.93,0.93,2,4,,
NIN,DYNC1LI1,Ciliated,1.0,1.0,35,55,,
NIN,DYNC1LI2,Ciliated,1.0,1.0,26,48,,
NIN,ECH1,Ciliated,1.0,1.0,15,25,,
NIN,EIF4ENIF1,Ciliated,1.0,1.0,7,14,,
NIN,ERC1,Ciliated,0.95,0.95,6,12,,
NIN,FAM83B,Ciliated,1.0,1.0,4,8,,
NIN,FGFR1OP,Ciliated,1.0,1.0,7,13,,
NIN,GPATCH1,Ciliated,1.0,1.0,53,83,,
NIN,HAUS1,Ciliated,0.96,1.0,4,6,,
NIN,HAUS3,Ciliated,1.0,1.0,15,29,,
NIN,HAUS4,Ciliated,0.99,0.99,3,6,,
NIN,HAUS5,Ciliated,0.96,1.0,16,28,,
NIN,HAUS6,Ciliated,0.95,1.0,22,33,,
NIN,HAUS7,Ciliated,0.96,1.0,7,9,,
NIN,HAUS8,Ciliated,1.0,1.0,8,13,,
NIN,HECTD1,Ciliated,1.0,1.0,6,11,,
NIN,HMMR,Ciliated,1.0,1.0,4,8,,
NIN,IQCB1,Ciliated,0.93,0.93,2,4,,
NIN,ARFGEF3,Ciliated,1.0,1.0,22,39,,
NIN,KIAA1671,Ciliated,1.0,1.0,24,46,,
NIN,KIF14,Ciliated,1.0,1.0,23,44,,
NIN,LUZP1,Ciliated,1.0,1.0,48,75,,
NIN,MAP7D3,Ciliated,1.0,1.0,41,73,,
NIN,MGA,Ciliated,0.95,0.95,6,12,,
NIN,NCKAP5L,Ciliated,1.0,1.0,10,19,,
NIN,NEDD1,Ciliated,1.0,1.0,15,24,,
NIN,NME7,Ciliated,0.96,1.0,5,7,,
NIN,OFD1,Ciliated,1.0,1.0,38,52,,
NIN,PALLD,Ciliated,1.0,1.0,9,15,,
NIN,PCM1,Ciliated,1.0,1.0,152,222,,
NIN,PLK1,Ciliated,1.0,1.0,6,10,,
NIN,RASSF8,Ciliated,0.96,1.0,4,6,,
NIN,RLTPR,Ciliated,0.99,1.0,4,7,,
NIN,SAMD4B,Ciliated,0.96,1.0,4,6,,
NIN,SDCCAG3,Ciliated,1.0,1.0,13,20,,
NIN,SPC24,Ciliated,0.99,1.0,4,7,,
NIN,SVIL,Ciliated,0.92,0.99,11,18,,
NIN,TJP1,Ciliated,0.95,1.0,32,54,,
NIN,TNRC6B,Ciliated,1.0,1.0,9,15,,
NIN,TP53,Ciliated,0.97,1.0,24,35,,
NIN,TP53BP2,Ciliated,1.0,1.0,38,74,,
NIN,TTC28,Ciliated,0.96,1.0,4,6,,
NIN,TTF2,Ciliated,0.96,1.0,6,8,,
NIN,TTK,Ciliated,1.0,1.0,25,37,,
NIN,TXLNA,Ciliated,0.96,1.0,5,7,,
NIN,UNC45A,Ciliated,0.96,1.0,5,7,,
NIN,UPF1,Ciliated,0.96,0.99,3,5,,
NIN,WDR83,Ciliated,1.0,1.0,6,11,,
NPHP1,AGK,Ciliated,0.96,1.0,4,6,,
NPHP1,ATP2B1,Ciliated,0.99,1.0,4,7,,
NPHP1,BAIAP2L1,Ciliated,0.99,1.0,5,8,,
NPHP1,BCAS3,Ciliated,0.96,1.0,4,6,,
NPHP1,TMEM256,Ciliated,0.93,0.93,2,4,,
NPHP1,CACYBP,Ciliated,0.87,1.0,32,55,,
NPHP1,CBL,Ciliated,1.0,1.0,33,56,,
NPHP1,CEP170,Ciliated,1.0,1.0,117,197,,
NPHP1,CHTOP,Ciliated,0.96,1.0,4,6,,
NPHP1,CLTC,Ciliated,1.0,1.0,30,51,,
NPHP1,COPA,Ciliated,0.93,0.99,14,23,,
NPHP1,DBT,Ciliated,1.0,1.0,7,12,,
NPHP1,DNM2,Ciliated,1.0,1.0,11,16,,
NPHP1,DNMBP,Ciliated,0.96,0.99,3,5,,
NPHP1,DYNC1H1,Ciliated,0.84,0.94,11,17,,
NPHP1,ECD,Ciliated,1.0,1.0,79,137,,
NPHP1,FCHO2,Ciliated,0.96,1.0,5,7,,
NPHP1,FKBP4,Ciliated,1.0,1.0,23,46,,
NPHP1,GARS,Ciliated,0.96,1.0,4,6,,
NPHP1,GPATCH1,Ciliated,0.94,1.0,28,39,,
NPHP1,HK1,Ciliated,1.0,1.0,6,10,,
NPHP1,HSDL2,Ciliated,0.96,1.0,4,6,,
NPHP1,HYOU1,Ciliated,1.0,1.0,16,23,,
NPHP1,IDH3B,Ciliated,0.96,1.0,10,12,,
NPHP1,IQGAP1,Ciliated,0.9,0.96,18,31,,
NPHP1,KDELR2,Ciliated,0.96,1.0,4,6,,
NPHP1,MOB4,Ciliated,0.93,0.93,2,4,,
NPHP1,NARS,Ciliated,0.96,1.0,7,9,,
NPHP1,NDUFS3,Ciliated,0.99,1.0,4,7,,
NPHP1,NDUFV1,Ciliated,0.96,0.99,3,5,,
NPHP1,NNT,Ciliated,0.95,1.0,14,19,,
NPHP1,NPHP4,Ciliated,1.0,1.0,52,92,,
NPHP1,NUDCD3,Ciliated,0.96,0.99,3,5,,
NPHP1,PDRG1,Ciliated,0.99,1.0,4,7,,
NPHP1,PHACTR4,Ciliated,1.0,1.0,17,25,,
NPHP1,PIH1D1,Ciliated,1.0,1.0,35,57,,
NPHP1,POLR2E,Ciliated,0.99,1.0,12,20,,
NPHP1,PRRC2A,Ciliated,0.95,1.0,44,80,,
NPHP1,PSMD14,Ciliated,0.96,1.0,5,7,,
NPHP1,PSMD7,Ciliated,0.99,1.0,4,7,,
NPHP1,RAB35,Ciliated,1.0,1.0,10,20,,
NPHP1,RAB3GAP1,Ciliated,0.93,0.93,2,4,,
NPHP1,RAB6A,Ciliated,0.94,0.97,7,13,,
NPHP1,RPAP3,Ciliated,1.0,1.0,56,110,,
NPHP1,RPGRIP1L,Ciliated,1.0,1.0,10,17,,
NPHP1,SEC23IP,Ciliated,0.96,1.0,4,6,,
NPHP1,SEC63,Ciliated,0.96,0.99,3,5,,
NPHP1,SH3D19,Ciliated,1.0,1.0,7,12,,
NPHP1,SNX9,Ciliated,1.0,1.0,26,46,,
NPHP1,SRSF2,Ciliated,0.99,1.0,6,9,,
NPHP1,TM9SF3,Ciliated,0.85,0.9,5,9,,
NPHP1,TMEM237,Ciliated,1.0,1.0,8,14,,
NPHP1,TNRC6B,Ciliated,0.99,1.0,10,13,,
NPHP1,TTLL12,Ciliated,1.0,1.0,7,13,,
NPHP1,UNC45A,Ciliated,1.0,1.0,15,27,,
NPHP1,UQCRC1,Ciliated,0.99,1.0,8,11,,
NPHP1,URI1,Ciliated,1.0,1.0,18,28,,
NPHP1,USP22,Ciliated,0.93,0.93,2,4,,
NPHP1,UXT,Ciliated,1.0,1.0,8,12,,
NPHP1,WDR41,Ciliated,0.96,1.0,5,7,,
NPHP1,WDR92,Ciliated,1.0,1.0,11,21,,
NPHP1,XPO7,Ciliated,0.99,0.99,9,17,,
NPHP4,AIP,Ciliated,0.99,1.0,6,9,,
NPHP4,CACYBP,Ciliated,1.0,1.0,67,119,,
NPHP4,HSP90AA1,Ciliated,1.0,1.0,163,322,,
NPHP4,HSP90AB1,Ciliated,1.0,1.0,356,669,,
NPHP4,HSPA1B,Ciliated,1.0,1.0,936,1624,,
NPHP4,HSPA1L,Ciliated,1.0,1.0,490,817,,
NPHP4,HSPA2,Ciliated,1.0,1.0,221,365,,
NPHP4,INVS,Ciliated,1.0,1.0,55,59,,
NPHP4,IRS4,Ciliated,1.0,1.0,178,285,,
NPHP4,NPHP1,Ciliated,1.0,1.0,16,32,,
NPHP4,NUDC,Ciliated,1.0,1.0,552,907,,
NPHP4,NUDCD2,Ciliated,1.0,1.0,26,31,,
NPHP4,NUDCD3,Ciliated,1.0,1.0,31,39,,
NPHP4,RPAP3,Ciliated,1.0,1.0,72,99,,
NPHP4,TUBB,Ciliated,1.0,1.0,758,1487,,
NPHP4,TUBB2B,Ciliated,1.0,1.0,477,940,,
NPHP4,TUBB4B,Ciliated,1.0,1.0,596,1169,,
ODF2,ABLIM1,Ciliated,1.0,1.0,12,23,,
ODF2,CEP131,Ciliated,1.0,1.0,32,60,,
ODF2,CCDC102A,Ciliated,1.0,1.0,13,20,,
ODF2,CCDC138,Ciliated,1.0,1.0,26,49,,
ODF2,CEP120,Ciliated,1.0,1.0,14,23,,
ODF2,CEP128,Ciliated,1.0,1.0,17,32,,
ODF2,CEP170,Ciliated,1.0,1.0,61,115,,
ODF2,CEP192,Ciliated,1.0,1.0,22,35,,
ODF2,CEP55,Ciliated,1.0,1.0,36,70,,
ODF2,CEP72,Ciliated,1.0,1.0,5,9,,
ODF2,CEP85,Ciliated,0.96,1.0,5,7,,
ODF2,CLINT1,Ciliated,1.0,1.0,78,152,,
ODF2,CRK,Ciliated,1.0,1.0,158,313,,
ODF2,CRKL,Ciliated,1.0,1.0,233,456,,
ODF2,CSPP1,Ciliated,1.0,1.0,48,87,,
ODF2,CYLD,Ciliated,0.99,1.0,29,49,,
ODF2,DDX3X,Ciliated,1.0,1.0,175,348,,
ODF2,DHX35,Ciliated,1.0,1.0,11,21,,
ODF2,EIF4ENIF1,Ciliated,0.99,1.0,5,8,,
ODF2,FGFR1OP,Ciliated,0.96,1.0,4,6,,
ODF2,GIGYF1,Ciliated,1.0,1.0,7,13,,
ODF2,GPATCH1,Ciliated,1.0,1.0,75,144,,
ODF2,IBTK,Ciliated,1.0,1.0,13,24,,
ODF2,IFT74,Ciliated,1.0,1.0,11,21,,
ODF2,IFT81,Ciliated,0.99,1.0,5,8,,
ODF2,INA,Ciliated,0.99,0.99,3,6,,
ODF2,KIAA1671,Ciliated,1.0,1.0,89,169,,
ODF2,KIF14,Ciliated,0.96,0.99,3,5,,
ODF2,LIMD1,Ciliated,0.98,0.99,9,16,,
ODF2,LMO7,Ciliated,0.96,1.0,5,7,,
ODF2,LUZP1,Ciliated,1.0,1.0,44,81,,
ODF2,MPHOSPH9,Ciliated,1.0,1.0,22,42,,
ODF2,MRE11A,Ciliated,1.0,1.0,423,805,,
ODF2,NCKAP5L,Ciliated,1.0,1.0,7,11,,
ODF2,NEDD1,Ciliated,1.0,1.0,7,11,,
ODF2,NEK2,Ciliated,1.0,1.0,10,15,,
ODF2,NME7,Ciliated,1.0,1.0,7,12,,
ODF2,OFD1,Ciliated,1.0,1.0,15,27,,
ODF2,PALLD,Ciliated,1.0,1.0,12,21,,
ODF2,PCM1,Ciliated,1.0,1.0,143,279,,
ODF2,PIBF1,Ciliated,1.0,1.0,28,51,,
ODF2,PLEKHG1,Ciliated,1.0,1.0,6,11,,
ODF2,SDCCAG3,Ciliated,1.0,1.0,26,43,,
ODF2,SIPA1L1,Ciliated,0.99,1.0,4,7,,
ODF2,SIPA1L2,Ciliated,0.99,1.0,4,7,,
ODF2,SPATA18,Ciliated,1.0,1.0,19,31,,
ODF2,SSX2IP,Ciliated,1.0,1.0,8,15,,
ODF2,TBK1,Ciliated,1.0,1.0,8,13,,
ODF2,TCHP,Ciliated,1.0,1.0,7,11,,
ODF2,TNIP1,Ciliated,0.96,1.0,4,6,,
ODF2,TNRC6B,Ciliated,1.0,1.0,52,103,,
ODF2,TP53BP2,Ciliated,0.95,1.0,9,15,,
ODF2,TRAF7,Ciliated,1.0,1.0,6,11,,
ODF2,TRIM9,Ciliated,1.0,1.0,32,53,,
ODF2,TTK,Ciliated,1.0,1.0,27,53,,
ODF2,WDR83,Ciliated,1.0,1.0,15,27,,
ODF2,WRAP73,Ciliated,1.0,1.0,7,11,,
RPGRIP1L,ABRACL,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,ACADSB,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,ACOT9,Ciliated,0.96,0.99,3,5,,
RPGRIP1L,ANKDD1A,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,APC,Ciliated,1.0,1.0,14,19,,
RPGRIP1L,ASS1,Ciliated,0.96,1.0,4,6,,
RPGRIP1L,ATP2B1,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,CEP131,Ciliated,1.0,1.0,15,26,,
RPGRIP1L,C11orf31,Ciliated,1.0,1.0,6,10,,
RPGRIP1L,TMEM256,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,C2orf44,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,CCP110,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,CEP170,Ciliated,1.0,1.0,53,99,,
RPGRIP1L,CEP192,Ciliated,1.0,1.0,7,13,,
RPGRIP1L,CEP350,Ciliated,1.0,1.0,7,11,,
RPGRIP1L,CEP97,Ciliated,0.94,0.99,8,13,,
RPGRIP1L,CHTOP,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,CTSB,Ciliated,1.0,1.0,16,31,,
RPGRIP1L,DBT,Ciliated,1.0,1.0,36,58,,
RPGRIP1L,DDX47,Ciliated,0.99,1.0,4,7,,
RPGRIP1L,DDX54,Ciliated,0.99,1.0,7,10,,
RPGRIP1L,DVL2,Ciliated,0.98,1.0,41,79,,
RPGRIP1L,DYNC1H1,Ciliated,0.95,0.98,14,24,,
RPGRIP1L,EPPK1,Ciliated,1.0,1.0,10,19,,
RPGRIP1L,ERLIN1,Ciliated,0.96,0.99,3,5,,
RPGRIP1L,ERLIN2,Ciliated,1.0,1.0,6,10,,
RPGRIP1L,FAM21A,Ciliated,1.0,1.0,12,23,,
RPGRIP1L,FH,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,GANAB,Ciliated,0.99,1.0,5,8,,
RPGRIP1L,GARS,Ciliated,1.0,1.0,4,8,,
RPGRIP1L,GKAP1,Ciliated,1.0,1.0,13,24,,
RPGRIP1L,HAUS8,Ciliated,1.0,1.0,13,19,,
RPGRIP1L,HSDL2,Ciliated,0.99,1.0,4,7,,
RPGRIP1L,IBTK,Ciliated,1.0,1.0,5,10,,
RPGRIP1L,IDH3B,Ciliated,1.0,1.0,11,16,,
RPGRIP1L,ILVBL,Ciliated,1.0,1.0,5,9,,
RPGRIP1L,IPO7,Ciliated,1.0,1.0,73,133,,
RPGRIP1L,IPO8,Ciliated,1.0,1.0,64,107,,
RPGRIP1L,IPO9,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,KDM1A,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,KIAA1671,Ciliated,1.0,1.0,18,31,,
RPGRIP1L,KIF14,Ciliated,1.0,1.0,14,23,,
RPGRIP1L,KIF23,Ciliated,0.96,0.99,21,39,,
RPGRIP1L,LONP1,Ciliated,0.96,0.99,3,5,,
RPGRIP1L,LUZP1,Ciliated,1.0,1.0,14,27,,
RPGRIP1L,MPHOSPH9,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,MPRIP,Ciliated,0.99,1.0,4,7,,
RPGRIP1L,N4BP2,Ciliated,0.9,0.9,7,14,,
RPGRIP1L,NDUFB4,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,NEK4,Ciliated,1.0,1.0,77,139,,
RPGRIP1L,SNU13,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,NNT,Ciliated,0.9,0.9,5,10,,
RPGRIP1L,NPHP1,Ciliated,1.0,1.0,25,50,,
RPGRIP1L,NPHP4,Ciliated,1.0,1.0,104,198,,
RPGRIP1L,NXF1,Ciliated,1.0,1.0,14,27,,
RPGRIP1L,OFD1,Ciliated,1.0,1.0,14,19,,
RPGRIP1L,PCM1,Ciliated,1.0,1.0,87,165,,
RPGRIP1L,PDCD11,Ciliated,1.0,1.0,5,9,,
RPGRIP1L,PKP2,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,PLOD1,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,PSMD7,Ciliated,0.96,0.99,3,5,,
RPGRIP1L,HACD2,Ciliated,0.94,0.99,8,13,,
RPGRIP1L,PYGL,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,RAB5B,Ciliated,0.99,1.0,4,7,,
RPGRIP1L,RAB6A,Ciliated,1.0,1.0,10,19,,
RPGRIP1L,RAD50,Ciliated,1.0,1.0,25,44,,
RPGRIP1L,RBM15,Ciliated,1.0,1.0,15,30,,
RPGRIP1L,SDCCAG3,Ciliated,1.0,1.0,12,24,,
RPGRIP1L,SDHA,Ciliated,0.99,1.0,4,7,,
RPGRIP1L,SEC63,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,SIPA1L3,Ciliated,0.99,0.99,3,6,,
RPGRIP1L,SMC3,Ciliated,0.99,1.0,12,23,,
RPGRIP1L,SRSF2,Ciliated,1.0,1.0,8,15,,
RPGRIP1L,TFRC,Ciliated,1.0,1.0,6,10,,
RPGRIP1L,TJP1,Ciliated,0.95,1.0,29,51,,
RPGRIP1L,EMC3,Ciliated,0.93,0.93,2,4,,
RPGRIP1L,TP53,Ciliated,1.0,1.0,26,48,,
RPGRIP1L,YWHAH,Ciliated,0.96,0.99,3,5,,
RPGRIP1L,ZNF318,Ciliated,1.0,1.0,22,43,,
SCLT1,ACOT9,Ciliated,0.96,1.0,4,6,,
SCLT1,ACTR2,Ciliated,0.96,1.0,4,6,,
SCLT1,AIFM1,Ciliated,1.0,1.0,7,14,,
SCLT1,AP3M1,Ciliated,0.93,0.93,2,4,,
SCLT1,ARHGEF2,Ciliated,0.96,1.0,4,6,,
SCLT1,ARL2,Ciliated,0.96,0.99,3,5,,
SCLT1,ARL6IP5,Ciliated,0.93,0.93,2,4,,
SCLT1,ASS1,Ciliated,1.0,1.0,16,24,,
SCLT1,ATP1A2,Ciliated,1.0,1.0,9,15,,
SCLT1,ATXN10,Ciliated,0.96,1.0,4,6,,
SCLT1,BCAS3,Ciliated,0.96,1.0,4,6,,
SCLT1,C1orf198,Ciliated,1.0,1.0,19,36,,
SCLT1,CALM2,Ciliated,0.96,1.0,4,6,,
SCLT1,VPS50,Ciliated,1.0,1.0,8,16,,
SCLT1,CCDC22,Ciliated,1.0,1.0,6,12,,
SCLT1,CCDC85C,Ciliated,0.99,0.99,3,6,,
SCLT1,CDK16,Ciliated,0.96,0.99,3,5,,
SCLT1,CENPH,Ciliated,0.96,1.0,4,6,,
SCLT1,CEP170,Ciliated,1.0,1.0,65,124,,
SCLT1,CHTOP,Ciliated,0.93,0.93,2,4,,
SCLT1,COMMD2,Ciliated,1.0,1.0,6,10,,
SCLT1,CPNE3,Ciliated,0.96,0.99,3,5,,
SCLT1,CTSB,Ciliated,1.0,1.0,12,21,,
SCLT1,CYB5R3,Ciliated,0.99,1.0,10,13,,
SCLT1,DCTN2,Ciliated,1.0,1.0,26,41,,
SCLT1,DDX19B,Ciliated,0.93,0.93,2,4,,
SCLT1,DRG2,Ciliated,0.93,0.93,2,4,,
SCLT1,DYNC1H1,Ciliated,0.99,1.0,25,42,,
SCLT1,ECHDC1,Ciliated,0.96,1.0,5,7,,
SCLT1,EIF4ENIF1,Ciliated,0.96,0.99,3,5,,
SCLT1,ERLIN2,Ciliated,1.0,1.0,7,12,,
SCLT1,EXOC4,Ciliated,1.0,1.0,26,51,,
SCLT1,FAM21A,Ciliated,0.99,1.0,4,7,,
SCLT1,FGFR1OP,Ciliated,1.0,1.0,6,12,,
SCLT1,FSD1,Ciliated,1.0,1.0,16,24,,
SCLT1,GALK1,Ciliated,1.0,1.0,8,12,,
SCLT1,GBAS,Ciliated,0.96,1.0,4,6,,
SCLT1,GLOD4,Ciliated,0.96,1.0,4,6,,
SCLT1,GTPBP1,Ciliated,0.96,0.99,3,5,,
SCLT1,HINT1,Ciliated,0.96,1.0,4,6,,
SCLT1,HLA-A,Ciliated,0.85,0.9,5,9,,
SCLT1,IFT20,Ciliated,0.93,0.93,2,4,,
SCLT1,IFT27,Ciliated,0.93,0.93,2,4,,
SCLT1,KDM1A,Ciliated,0.96,1.0,5,7,,
SCLT1,VWA8,Ciliated,0.99,1.0,4,7,,
SCLT1,KIF3A,Ciliated,0.99,0.99,3,6,,
SCLT1,KRTCAP2,Ciliated,0.93,0.93,2,4,,
SCLT1,LASP1,Ciliated,1.0,1.0,10,19,,
SCLT1,LMCD1,Ciliated,0.99,1.0,5,8,,
SCLT1,LUZP1,Ciliated,1.0,1.0,55,91,,
SCLT1,LYPLAL1,Ciliated,1.0,1.0,6,11,,
SCLT1,LZIC,Ciliated,0.93,0.93,2,4,,
SCLT1,MAPK1IP1L,Ciliated,0.93,0.93,2,4,,
SCLT1,MAPK9,Ciliated,1.0,1.0,5,9,,
SCLT1,MAPT,Ciliated,0.96,1.0,5,7,,
SCLT1,MIS18A,Ciliated,0.93,0.93,2,4,,
SCLT1,MLEC,Ciliated,0.93,0.93,2,4,,
SCLT1,MTAP,Ciliated,1.0,1.0,5,10,,
SCLT1,MYEF2,Ciliated,0.99,1.0,8,11,,
SCLT1,NARS,Ciliated,1.0,1.0,7,13,,
SCLT1,NDUFA13,Ciliated,0.93,0.93,2,4,,
SCLT1,NEBL,Ciliated,1.0,1.0,7,13,,
SCLT1,NECAP2,Ciliated,0.93,0.93,2,4,,
SCLT1,NEDD1,Ciliated,1.0,1.0,12,21,,
SCLT1,NMT1,Ciliated,0.93,1.0,12,20,,
SCLT1,NSF,Ciliated,0.99,0.99,3,6,,
SCLT1,NUP54,Ciliated,1.0,1.0,7,11,,
SCLT1,OCRL,Ciliated,0.99,1.0,4,7,,
SCLT1,PAK2,Ciliated,0.86,0.95,11,20,,
SCLT1,PALLD,Ciliated,0.96,0.99,3,5,,
SCLT1,PEBP1,Ciliated,1.0,1.0,4,8,,
SCLT1,PFDN4,Ciliated,0.93,0.93,2,4,,
SCLT1,PHF21A,Ciliated,1.0,1.0,9,15,,
SCLT1,PHLDB3,Ciliated,0.99,1.0,4,7,,
SCLT1,PLEKHA1,Ciliated,1.0,1.0,4,8,,
SCLT1,KIZ,Ciliated,1.0,1.0,34,66,,
SCLT1,PLS1,Ciliated,1.0,1.0,12,22,,
SCLT1,PREB,Ciliated,0.96,0.99,3,5,,
SCLT1,PRKAA1,Ciliated,0.99,1.0,6,9,,
SCLT1,PRKAR2A,Ciliated,0.85,0.9,5,9,,
SCLT1,PSME1,Ciliated,0.96,0.99,3,5,,
SCLT1,PYGL,Ciliated,1.0,1.0,5,9,,
SCLT1,RAB11B,Ciliated,0.94,0.97,7,13,,
SCLT1,RAB2A,Ciliated,0.96,0.99,3,5,,
SCLT1,RCOR1,Ciliated,0.99,1.0,4,7,,
SCLT1,RPS6KA1,Ciliated,0.99,1.0,5,8,,
SCLT1,RRM2,Ciliated,0.99,0.99,3,6,,
SCLT1,SDCBP,Ciliated,0.93,0.93,17,34,,
SCLT1,SEC24B,Ciliated,0.93,0.93,2,4,,
SCLT1,SHC1,Ciliated,1.0,1.0,6,12,,
SCLT1,SNX4,Ciliated,0.88,0.95,6,10,,
SCLT1,SNX5,Ciliated,0.99,1.0,4,7,,
SCLT1,SRP9,Ciliated,0.96,1.0,4,6,,
SCLT1,SRSF2,Ciliated,1.0,1.0,10,20,,
SCLT1,SSR3,Ciliated,0.96,1.0,4,6,,
SCLT1,STAU1,Ciliated,0.89,0.92,8,15,,
SCLT1,SWAP70,Ciliated,1.0,1.0,6,11,,
SCLT1,TBK1,Ciliated,1.0,1.0,6,10,,
SCLT1,TES,Ciliated,1.0,1.0,27,49,,
SCLT1,TIMM23B,Ciliated,0.93,0.93,2,4,,
SCLT1,TMSB10,Ciliated,0.96,0.99,3,5,,
SCLT1,TNRC6B,Ciliated,1.0,1.0,5,10,,
SCLT1,TP53BP2,Ciliated,1.0,1.0,15,28,,
SCLT1,UNC45A,Ciliated,1.0,1.0,8,12,,
SCLT1,UPF1,Ciliated,1.0,1.0,8,12,,
SCLT1,YTHDF1,Ciliated,1.0,1.0,7,11,,
DCTN1,ACTR10,Ciliated,1.0,1.0,70,127,,
DCTN1,ACTR1A,Ciliated,1.0,1.0,597,1168,,
DCTN1,ACTR1B,Ciliated,1.0,1.0,347,645,,
DCTN1,AGK,Ciliated,0.96,0.99,3,5,,
DCTN1,AURKB,Ciliated,0.96,1.0,4,6,,
DCTN1,BTF3,Ciliated,0.96,0.99,3,5,,
